First Name, Last Name, Nickname, Twitter, Occupation, Sex, Image, Wikia, Location, Season Name, Season Number, Character Type, Age, Placement, Days Lasted, Votes Against, Starting Tribe, Swapped Tribe, Med Evac, Quit, Tribe Wins, Individual Wins,
"Jeff","Varner","","","Internet Projects Manager","M","http://vignette3.wikia.nocookie.net/survivor/images/4/4d/S2_jeff_t.jpg/revision/latest?cb=20120828061423","http://survivor.wikia.com/wiki/Jeff_Varner","New York City, NY","Game Changers","34","Seduce and Destroy","50","14","1","0","Mana","","0","0","0","0",
"Kathy","Vavrick-O'Brien","","","Real Estate Agent","F","http://vignette4.wikia.nocookie.net/survivor/images/c/c9/S4_kathy_t.jpg/revision/latest?cb=20120828082602","http://survivor.wikia.com/wiki/Kathy_Vavrick-O%27Brien","Burlington, VT","Marquesas","4","Tough Old Broad","46","3","38","5","","","0","0","8","4",
"Kathy","Vavrick-O'Brien","","","Real Estate Agent","F","http://vignette4.wikia.nocookie.net/survivor/images/c/c9/S4_kathy_t.jpg/revision/latest?cb=20120828082602","http://survivor.wikia.com/wiki/Kathy_Vavrick-O%27Brien","Burlington, VT","All-Stars","8","Tough Old Broad","49","8","28","6","","","0","0","0","0",
"Rita","Verreos","","","Single Mom","F","http://vignette2.wikia.nocookie.net/survivor/images/1/14/S14_rita_t.jpg/revision/latest?cb=20120830034118","http://survivor.wikia.com/wiki/Rita_Verreos","San Antonio, TX","Fiji","14","Mommy Dearest","38","14","14","6","","","0","0","0","0",
"Libby","Vincek","","","Social Media Strategist","F","https://vignette.wikia.nocookie.net/survivor/images/d/d0/S36_Libby_Vincek.jpg/revision/latest?cb=20180131173532","http://survivor.wikia.com/wiki/Libby_Vincek","Houston, Texas","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Brad","Virata","","","Fashion Director","M","http://vignette1.wikia.nocookie.net/survivor/images/9/93/S13_brad_t.jpg/revision/latest?cb=20120830005545","http://survivor.wikia.com/wiki/Brad_Virata","Santa Monica, CA","Cook Islands","13","Social Butterfly (Perez Hilton)","29","12","21","7","","","0","0","5","0",
"Tony","Vlachos","","","Police Officer","M","http://vignette3.wikia.nocookie.net/survivor/images/d/dd/S28_tony_c.png/revision/latest?cb=20140125110745","http://survivor.wikia.com/wiki/Tony_Vlachos","Jersey City, NJ","Cagayan: BBB1","28","Heisenberg","39","1","39","5","","","0","0","8","1",
"Tony","Vlachos","","","Police Officer","M","http://vignette3.wikia.nocookie.net/survivor/images/d/dd/S28_tony_c.png/revision/latest?cb=20140125110745","http://survivor.wikia.com/wiki/Tony_Vlachos","Jersey City, NJ","Game Changers","34","Heisenberg","43","19","1","0","Mana","","0","0","0","0",
"Matthew","von Ertfelda","","","Restaurant Designer","M","http://vignette3.wikia.nocookie.net/survivor/images/5/5f/S6_matthew_t.jpg/revision/latest?cb=20120829030130","http://survivor.wikia.com/wiki/Matthew_von_Ertfelda","Washington D.C.","The Amazon","6","The Specialist","33","2","39","6","","","0","0","4","4",
"Paul","Wachter","","","Boat Mechanic","M","http://vignette4.wikia.nocookie.net/survivor/images/5/5d/S33-paul-wachter.jpg/revision/latest?cb=20160817205521","http://survivor.wikia.com/wiki/Paul_Wachter","Sugarloaf Key, Florida","Millennials vs Gen X","33","The Specialist","18","18","10","6","","","0","0","0","0",
"Coach","Wade","","","Soccer Coach/Musician","M","http://vignette2.wikia.nocookie.net/survivor/images/1/16/S18_coach_t.jpg/revision/latest?cb=20120830164739","http://survivor.wikia.com/wiki/Coach_Wade","Bolivar, MO","Tocantins","18","The Specialist","37","5","36","6","","","0","0","5","1",
"Coach","Wade","","","Soccer Coach/Musician","M","http://vignette2.wikia.nocookie.net/survivor/images/1/16/S18_coach_t.jpg/revision/latest?cb=20120830164739","http://survivor.wikia.com/wiki/Coach_Wade","Bolivar, MO","Heroes vs Villains","20","The Specialist","38","12","21","4","","","0","0","0","0",
"Coach","Wade","","","Soccer Coach/Musician","M","http://vignette2.wikia.nocookie.net/survivor/images/1/16/S18_coach_t.jpg/revision/latest?cb=20120830164739","http://survivor.wikia.com/wiki/Coach_Wade","Bolivar, MO","South Pacific","23","The Specialist","39","2","39","0","","","0","0","0","0",
"Will","Wahl","","","High-School Student","M","http://vignette2.wikia.nocookie.net/survivor/images/3/38/S33-will-wahl.jpg/revision/latest?cb=20160817171709","http://survivor.wikia.com/wiki/Will_Wahl","Long Valley, New Jersey","Millennials vs Gen X","33","Heisenberg","18","8","34","6","","","0","0","0","0",
"Debbie","Wanner","","","Chemist","F","http://vignette4.wikia.nocookie.net/survivor/images/0/04/S32_Debbie_Wanner.jpg/revision/latest?cb=20160120170710","http://survivor.wikia.com/wiki/Debbie_Wanner","Reading, Pennsylvania","Kaoh Rong: BBB2","32","Tough Old Broad","50","9","24","5","","","0","0","0","0",
"Debbie","Wanner","","","Chemist","F","http://vignette4.wikia.nocookie.net/survivor/images/0/04/S32_Debbie_Wanner.jpg/revision/latest?cb=20160120170710","http://survivor.wikia.com/wiki/Debbie_Wanner","Reading, Pennsylvania","Game Changers","34","Tough Old Broad","51","11","1","0","Nuku","","0","0","0","0",
"Joanna","Ward","","","Guidance Counselor","F","http://vignette1.wikia.nocookie.net/survivor/images/4/4c/S6_joanna_t.jpg/revision/latest?cb=20120829030116","http://survivor.wikia.com/wiki/Joanna_Ward","Orangeburg, SC","The Amazon","6","Oh No You Didn't!","31","13","12","4","","","0","0","4","0",
"Shambo","Waters","","","Former MarineSales Respentative","F","http://vignette1.wikia.nocookie.net/survivor/images/9/94/S19_shambo_t.jpg/revision/latest?cb=20120830170905","http://survivor.wikia.com/wiki/Shambo_Waters","Renton, WA","Samoa","19","Crazy Cat Lady","45","6","36","6","","","0","0","8","2",
"Chet","Welch","","","Pageant CoachCustomer Sales","M","http://vignette1.wikia.nocookie.net/survivor/images/c/c5/S16_chet_t.jpg/revision/latest?cb=20120830054154","http://survivor.wikia.com/wiki/Chet_Welch","Ford City, PA","Micronesia: Fans vs Favourites","16","Social Butterfly (Perez Hilton)","48","14","17","12","","","0","0","2","0",
"Dale","Wentworth","","","Farmer","M","http://vignette2.wikia.nocookie.net/survivor/images/3/33/S29_dale_t.png/revision/latest?cb=20140828001054","http://survivor.wikia.com/wiki/Dale_Wentworth","Ephrata, WA","San Juan del Sur","29","Mr. Miyagi","55","13","15","8","","","0","0","2","0",
"Kelley","Wentworth","","","Marketing Manager","F","http://vignette3.wikia.nocookie.net/survivor/images/7/71/S29_kelley_t.png/revision/latest?cb=20140828001538","http://survivor.wikia.com/wiki/Kelley_Wentworth","Seattle, WA","San Juan del Sur","29","Siren","28","14","13","4","","","0","0","6","0",
"Kelley","Wentworth","","","Marketing Manager","F","http://vignette3.wikia.nocookie.net/survivor/images/7/71/S29_kelley_t.png/revision/latest?cb=20140828001538","http://survivor.wikia.com/wiki/Kelley_Wentworth","Seattle, WA","Cambodia: Second Chance","31","Siren","30","4","38","17","","","0","0","0","0",
"Tina","Wesson","","","Personal Nurse;Motivational Speaker","F","http://vignette3.wikia.nocookie.net/survivor/images/8/8f/S2_tina_t.jpg/revision/latest?cb=20120828061657","http://survivor.wikia.com/wiki/Tina_Wesson","Knoxville, TN","The Australian Outback","2","Tough Old Broad","39","1","42","0","","","0","0","4","1",
"Tina","Wesson","","","Personal Nurse;Motivational Speaker","F","http://vignette3.wikia.nocookie.net/survivor/images/8/8f/S2_tina_t.jpg/revision/latest?cb=20120828061657","http://survivor.wikia.com/wiki/Tina_Wesson","Knoxville, TN","All-Stars","8","Tough Old Broad","43","18","3","4","","","0","0","0","0",
"Tina","Wesson","","","Personal Nurse;Motivational Speaker","F","http://vignette3.wikia.nocookie.net/survivor/images/8/8f/S2_tina_t.jpg/revision/latest?cb=20120828061657","http://survivor.wikia.com/wiki/Tina_Wesson","Knoxville, TN","Blood vs. Water","27","Tough Old Broad","52","4","38","10","","","0","0","0","0",
"Tom","Westman","","","NYC Firefighter;Motivational speaker","M","http://vignette1.wikia.nocookie.net/survivor/images/7/79/S10_tom_t.jpg/revision/latest?cb=20120829223351","http://survivor.wikia.com/wiki/Tom_Westman","Sayville, NY","Palau","10","True Grit","40","1","39","0","","","0","0","11","6",
"Tom","Westman","","","NYC Firefighter;Motivational speaker","M","http://vignette1.wikia.nocookie.net/survivor/images/7/79/S10_tom_t.jpg/revision/latest?cb=20120829223351","http://survivor.wikia.com/wiki/Tom_Westman","Sayville, NY","Heroes vs Villains","20","True Grit","46","16","14","8","","","0","0","0","0",
"Sydney","Wheeler","","","Model","F","http://vignette2.wikia.nocookie.net/survivor/images/4/47/S18_sydney_t.jpg/revision/latest?cb=20120830164517","http://survivor.wikia.com/wiki/Sydney_Wheeler","Raleigh, NC","Tocantins","18","Siren","24","11","18","4","","","0","0","5","0",
"Lisa","Whelchel","","","Former actress","F","http://vignette1.wikia.nocookie.net/survivor/images/e/e8/S25_lisa_t.jpg/revision/latest?cb=20120821052905","http://survivor.wikia.com/wiki/Lisa_Whelchel","Dallas, TX","Philippines","25","Mommy Dearest","49","2","39","0","","","0","0","7","1",
"Natalie","White","","","Pharmaceutical sales","F","http://vignette2.wikia.nocookie.net/survivor/images/3/3e/S19_natalie_t.jpg/revision/latest?cb=20120830170718","http://survivor.wikia.com/wiki/Natalie_White","Van Buren, AR","Samoa","19","Siren","26","1","39","9","","","0","0","2","1",
"Sarita","White","","","Visual Effects Producer","F","http://vignette3.wikia.nocookie.net/survivor/images/0/0b/S22_sarita_t.jpg/revision/latest?cb=20120830203317","http://survivor.wikia.com/wiki/Sarita_White","Santa Monica, CA","Redemption Island","22","Erin Brockovich","36","13","19","6","","","0","0","3","0",
"Matty","Whitmore","","","Personal Trainer","M","http://vignette3.wikia.nocookie.net/survivor/images/c/c0/S17_matty_t.jpg/revision/latest?cb=20120830160436","http://survivor.wikia.com/wiki/Matty_Whitmore","Pacific Palisades, CA","Gabon","17","Surfer Dude","29","4","38","7","","","0","0","4","0",
"Kelly","Wiglesworth","","","River guide","F","http://vignette3.wikia.nocookie.net/survivor/images/6/63/S1_kelly_t.jpg/revision/latest?cb=20120828053013","http://survivor.wikia.com/wiki/Kelly_Wiglesworth","Las Vegas, NV","Borneo","1","G.I. Jane","22","2","39","0","Tagi","","0","0","5","5",
"Kelly","Wiglesworth","","","River guide","F","http://vignette3.wikia.nocookie.net/survivor/images/6/63/S1_kelly_t.jpg/revision/latest?cb=20120828053013","http://survivor.wikia.com/wiki/Kelly_Wiglesworth","Las Vegas, NV","Cambodia: Second Chance","31","G.I. Jane","39","11","24","8","","","0","0","0","0",
"Carter","Williams","","","Track Coach","M","http://vignette2.wikia.nocookie.net/survivor/images/e/ed/S25_carter_t.jpg/revision/latest?cb=20120821052545","http://survivor.wikia.com/wiki/Carter_Williams","Shawnee, KS","Philippines","25","Surfer Dude","24","6","33","5","","","0","0","5","4",
"Desi","Williams","","","Phyiscal Therapist","F","https://vignette.wikia.nocookie.net/survivor/images/b/b0/S35_Desi_Williams.jpg/revision/latest?cb=20170830170750","http://survivor.wikia.com/wiki/Desi_Williams","Newport News, Virginia","Heroes vs. Healers vs. Hustlers","35","Siren","18","11","1","0","","","0","0","0","0",
"Alina","Wilson","","","Model;Art student","F","http://vignette3.wikia.nocookie.net/survivor/images/6/65/S21_alina_t.jpg/revision/latest?cb=20120830203711","http://survivor.wikia.com/wiki/Alina_Wilson","Downey, CA","Nicaragua","21","Chelsea Handler","23","12","22","10","","","0","0","6","0",
"Baylor","Wilson","","","Student","F","http://vignette1.wikia.nocookie.net/survivor/images/0/06/S29_baylor_t.png/revision/latest?cb=20140828001947","http://survivor.wikia.com/wiki/Baylor_Wilson","Nashville, TN","San Juan del Sur","29","G.I. Jane","20","5","37","17","","","0","0","2","2",
"Jeff","Wilson","","","Personal Trainer","M","http://vignette2.wikia.nocookie.net/survivor/images/d/dd/S10_jeff_t.jpg/revision/latest?cb=20120829223128","http://survivor.wikia.com/wiki/Jeff_Wilson","Ventura, CA","Palau","10","Know-It-All","21","16","8","5","","","0","0","2","0",
"Mikayla","Wingle","","","Lingerie Football player","F","http://vignette2.wikia.nocookie.net/survivor/images/7/79/S23_mikayla_t.jpg/revision/latest?cb=20120830203104","http://survivor.wikia.com/wiki/Mikayla_Wingle","Tampa, FL","South Pacific","23","G.I. Jane","22","14","17","4","","","0","0","3","0",
"Julie","Wolfe","","","Firefighter","F","http://vignette4.wikia.nocookie.net/survivor/images/a/a9/S22_julie_t.jpg/revision/latest?cb=20120830203544","http://survivor.wikia.com/wiki/Julie_Wolfe","Oceanside, CA","Redemption Island","22","I Can See Your Periscope","50","11","28","6","","","0","0","3","0",
"Jeremiah","Wood","","","Male Model","M","http://vignette1.wikia.nocookie.net/survivor/images/2/22/S28_jeremiah_c.png/revision/latest?cb=20140125105123","http://survivor.wikia.com/wiki/Jeremiah_Wood","Dobson, NC","Cagayan: BBB1","28","Good Ol' Boy","34","8","28","9","","","0","0","5","3",
"Candice","Woodcock","","","Pre-Med Student (graduated);Physician/Anesthesiology Resident","F","http://vignette2.wikia.nocookie.net/survivor/images/3/37/S13_candice_t.jpg/revision/latest?cb=20120830005558","http://survivor.wikia.com/wiki/Candice_Woodcock","Fayetteville, NC","Cook Islands","13","Secretly Smart Bikini Babe","23","8","30","6","","","0","0","7","0",
"Candice","Woodcock","","","Pre-Med Student (graduated);Physician/Anesthesiology Resident","F","http://vignette2.wikia.nocookie.net/survivor/images/3/37/S13_candice_t.jpg/revision/latest?cb=20120830005558","http://survivor.wikia.com/wiki/Candice_Woodcock","Fayetteville, NC","Heroes vs Villains","20","Meredith Grey","27","8","31","5","","","0","0","0","0",
"Candice","Woodcock","","","Pre-Med Student (graduated);Physician/Anesthesiology Resident","F","http://vignette2.wikia.nocookie.net/survivor/images/3/37/S13_candice_t.jpg/revision/latest?cb=20120830005558","http://survivor.wikia.com/wiki/Candice_Woodcock","Fayetteville, NC","Blood vs. Water","27","Meredith Grey","30","16","11","6","","","0","0","0","0",
"David","Wright","","","Television Writer","M","http://vignette1.wikia.nocookie.net/survivor/images/0/01/S33-david-wright.jpg/revision/latest?cb=20160817182337","http://survivor.wikia.com/wiki/David_Wright","Sherman Oaks, California","Millennials vs Gen X","33","Social Butterfly (Perez Hilton)","18","4","38","10","","","0","0","0","0",
"Steve","Wright","","","Ex-NFL Player","M","http://vignette3.wikia.nocookie.net/survivor/images/6/64/S22_steve_t.jpg/revision/latest?cb=20120830203250","http://survivor.wikia.com/wiki/Steve_Wright","Huntington Beach, CA","Redemption Island","22","True Grit","51","10","31","9","","","0","0","3","0",
"Courtney","Yates","","","Waitress","F","http://vignette1.wikia.nocookie.net/survivor/images/c/ca/S15_courtney_t.jpg/revision/latest?cb=20120830041556","http://survivor.wikia.com/wiki/Courtney_Yates","New York City, NY","China","15","Chelsea Handler","26","2","39","0","","","0","0","7","2",
"Courtney","Yates","","","Waitress","F","http://vignette1.wikia.nocookie.net/survivor/images/c/ca/S15_courtney_t.jpg/revision/latest?cb=20120830041556","http://survivor.wikia.com/wiki/Courtney_Yates","New York City, NY","Heroes vs Villains","20","Chelsea Handler","28","11","24","9","","","0","0","0","0",
"Michael","Yerger","","","Real Estate Agent","M","https://vignette.wikia.nocookie.net/survivor/images/d/d2/S36_Michael_Yerger.jpg/revision/latest?cb=20180131173556","http://survivor.wikia.com/wiki/Michael_Yerger","Los Angeles, California","Survivor: Ghost Island","36","","0","0","0","0","","","0","0","0","0",
"Michelle","Yi","","","Student","F","http://vignette2.wikia.nocookie.net/survivor/images/d/dc/S14_michelle_t.jpg/revision/latest?cb=20120830034049","http://survivor.wikia.com/wiki/Michelle_Yi","Cincinnati, OH","Fiji","14","Secretly Smart Bikini Babe","22","10","24","3","","","0","0","4","0",
"Pete","Yurkowski","","","Engineering graduate;Fashion model","M","http://vignette4.wikia.nocookie.net/survivor/images/2/21/S25_pete_t.jpg/revision/latest?cb=20120821053026","http://survivor.wikia.com/wiki/Pete_Yurkowski","Holmdel, NJ","Philippines","25","Seduce and Destroy","24","8","27","9","","","0","0","7","1",
"Mike","Zahalsky","","","Urologist","M","https://vignette.wikia.nocookie.net/survivor/images/9/97/S35_Mike_Zahalsky.jpg/revision/latest?cb=20170830171130","http://survivor.wikia.com/wiki/Mike_Zahalsky","Parkland, Florida","Heroes vs. Healers vs. Hustlers","35","Mr. Miyagi","18","5","1","0","","","0","0","0","0",
"Zoe","Zanidakis","","","Fishing Boat Captain","F","http://vignette1.wikia.nocookie.net/survivor/images/9/9b/S4_zoe_t.jpg/revision/latest?cb=20120828082847","http://survivor.wikia.com/wiki/Zoe_Zanidakis","Monhegan Island, ME","Marquesas","4","Lady Gaga","35","8","27","8","","","0","0","7","0",
"Robb","Zbacnik","","","Bartender","M","http://vignette3.wikia.nocookie.net/survivor/images/e/e6/S5_robb_t.jpg/revision/latest?cb=20120829021455","http://survivor.wikia.com/wiki/Robb_Zbacnik","Scottsdale, AZ","Thailand","5","Ponyboy","23","11","18","5","","","0","0","6","0",
"Frosti","Zernow","","","Student/Athlete","M","http://vignette2.wikia.nocookie.net/survivor/images/2/2a/S15_frosti_t.jpg/revision/latest?cb=20120830041652","http://survivor.wikia.com/wiki/Frosti_Zernow","Chicago, IL","China","15","Surfer Dude","20","8","27","7","","","0","0","4","2",
"Ethan","Zohn","","","Professional Soccer Player","M","http://vignette4.wikia.nocookie.net/survivor/images/3/3c/S3_ethan_t.jpg/revision/latest?cb=20130112212740","http://survivor.wikia.com/wiki/Ethan_Zohn","Lexington, MA","Africa","3","Surfer Dude","27","1","39","0","","","0","0","5","2",
"Ethan","Zohn","","","Professional Soccer Player","M","http://vignette4.wikia.nocookie.net/survivor/images/3/3c/S3_ethan_t.jpg/revision/latest?cb=20130112212740","http://survivor.wikia.com/wiki/Ethan_Zohn","Lexington, MA","All-Stars","8","Surfer Dude","30","11","21","6","","","0","0","0","0",
